image_id,label
test_1000a,candy
test_1000b,honey
test_1000c,vinegar
test_1000d,water
test_1001a,candy
test_1001b,juice
test_1001c,juice
test_1001d,honey
test_1002a,pasta
test_1002b,juice
test_1002c,honey
test_1002d,tea
test_1003a,milk
test_1003b,milk
test_1003c,jam
test_1003d,candy
test_1004a,soda
test_1004b,coffee
test_1004c,juice
test_1004d,pasta
test_1005a,vinegar
test_1005b,cake
test_1005c,juice
test_1005d,candy
test_1006a,chips
test_1006b,chocolate
test_1006c,tomatosauce
test_1006d,vinegar
test_1007a,juice
test_1007b,soda
test_1007c,pasta
test_1007d,milk
test_1008a,soda
test_1008b,flour
test_1008c,cake
test_1008d,vinegar
test_1009a,water
test_1009b,vinegar
test_1009c,sugar
test_1009d,honey
test_1010a,chocolate
test_1010b,chips
test_1010c,water
test_1010d,juice
test_1011a,beans
test_1011b,juice
test_1011c,corn
test_1011d,water
test_1012a,candy
test_1012b,spices
test_1012c,tea
test_1012d,juice
test_1013a,candy
test_1013b,candy
test_1013c,jam
test_1013d,jam
test_1014a,candy
test_1014b,coffee
test_1014c,water
test_1014d,corn
test_1015a,pasta
test_1015b,oil
test_1015c,tomatosauce
test_1015d,cereal
test_1016a,chips
test_1016b,beans
test_1016c,tea
test_1016d,oil
test_1017a,rice
test_1017b,juice
test_1017c,coffee
test_1017d,fish
test_1018a,candy
test_1018b,chocolate
test_1018c,rice
test_1018d,candy
test_1019a,milk
test_1019b,cereal
test_1019c,tea
test_1019d,oil
test_1020a,water
test_1020b,cereal
test_1020c,oil
test_1020d,cereal
test_1021a,juice
test_1021b,water
test_1021c,cereal
test_1021d,rice
test_1022a,vinegar
test_1022b,juice
test_1022c,chips
test_1022d,cereal
test_1023a,nuts
test_1023b,beans
test_1023c,cereal
test_1023d,water
test_1024a,spices
test_1024b,pasta
test_1024c,coffee
test_1024d,candy
test_1025a,chips
test_1025b,water
test_1025c,fish
test_1025d,fish
test_1026a,fish
test_1026b,tea
test_1026c,honey
test_1026d,juice
test_1027a,cake
test_1027b,honey
test_1027c,cake
test_1027d,honey
test_1028a,tea
test_1028b,tea
test_1028c,candy
test_1028d,milk
test_1029a,pasta
test_1029b,water
test_1029c,water
test_1029d,nuts
test_1030a,flour
test_1030b,water
test_1030c,cereal
test_1030d,jam
test_1031a,flour
test_1031b,milk
test_1031c,honey
test_1031d,spices
test_1032a,water
test_1032b,vinegar
test_1032c,water
test_1032d,tea
test_1033a,juice
test_1033b,water
test_1033c,chocolate
test_1033d,coffee
test_1034a,oil
test_1034b,fish
test_1034c,soda
test_1034d,spices
test_1035a,juice
test_1035b,chocolate
test_1035c,chocolate
test_1035d,soda
test_1036a,chocolate
test_1036b,jam
test_1036c,juice
test_1036d,cereal
test_1037a,chocolate
test_1037b,water
test_1037c,juice
test_1037d,pasta
test_1038a,cereal
test_1038b,tea
test_1038c,rice
test_1038d,honey
test_1039a,tomatosauce
test_1039b,nuts
test_1039c,tea
test_1039d,candy
test_1040a,spices
test_1040b,cereal
test_1040c,sugar
test_1040d,coffee
test_1041a,juice
test_1041b,milk
test_1041c,chocolate
test_1041d,nuts
test_1042a,beans
test_1042b,juice
test_1042c,flour
test_1042d,cereal
test_1043a,chocolate
test_1043b,milk
test_1043c,juice
test_1043d,vinegar
test_1044a,water
test_1044b,cereal
test_1044c,soda
test_1044d,cereal
test_1045a,coffee
test_1045b,chocolate
test_1045c,cereal
test_1045d,coffee
test_1046a,candy
test_1046b,rice
test_1046c,coffee
test_1046d,soda
test_1047a,coffee
test_1047b,water
test_1047c,chips
test_1047d,cereal
test_1048a,fish
test_1048b,tea
test_1048c,soda
test_1048d,candy
test_1049a,milk
test_1049b,chips
test_1049c,water
test_1049d,coffee
test_1050a,rice
test_1050b,chocolate
test_1050c,coffee
test_1050d,chips
test_1051a,rice
test_1051b,chips
test_1051c,candy
test_1051d,honey
test_1052a,tomatosauce
test_1052b,corn
test_1052c,jam
test_1052d,cake
test_1053a,milk
test_1053b,chips
test_1053c,fish
test_1053d,jam
test_1054a,pasta
test_1054b,candy
test_1054c,chocolate
test_1054d,rice
test_1055a,jam
test_1055b,milk
test_1055c,juice
test_1055d,chips
test_1056a,candy
test_1056b,oil
test_1056c,coffee
test_1056d,candy
test_1057a,sugar
test_1057b,nuts
test_1057c,tomatosauce
test_1057d,jam
test_1058a,corn
test_1058b,cake
test_1058c,beans
test_1058d,chocolate
test_1059a,jam
test_1059b,tea
test_1059c,spices
test_1059d,soda
test_1060a,spices
test_1060b,vinegar
test_1060c,juice
test_1060d,candy
test_1061a,milk
test_1061b,cereal
test_1061c,vinegar
test_1061d,cereal
test_1062a,candy
test_1062b,nuts
test_1062c,cereal
test_1062d,jam
test_1063a,corn
test_1063b,water
test_1063c,spices
test_1063d,honey
test_1064a,beans
test_1064b,honey
test_1064c,cereal
test_1064d,oil
test_1065a,water
test_1065b,chips
test_1065c,pasta
test_1065d,cake
test_1066a,candy
test_1066b,corn
test_1066c,coffee
test_1066d,jam
test_1067a,tomatosauce
test_1067b,soda
test_1067c,soda
test_1067d,coffee
test_1068a,juice
test_1068b,honey
test_1068c,chocolate
test_1068d,candy
test_1069a,candy
test_1069b,coffee
test_1069c,chocolate
test_1069d,coffee
test_1070a,candy
test_1070b,pasta
test_1070c,flour
test_1070d,nuts
test_1071a,spices
test_1071b,chocolate
test_1071c,tea
test_1071d,water
test_1072a,coffee
test_1072b,flour
test_1072c,juice
test_1072d,oil
test_1073a,chocolate
test_1073b,chips
test_1073c,pasta
test_1073d,water
test_1074a,beans
test_1074b,flour
test_1074c,candy
test_1074d,vinegar
test_1075a,cake
test_1075b,soda
test_1075c,tomatosauce
test_1075d,rice
test_1076a,soda
test_1076b,chocolate
test_1076c,cereal
test_1076d,honey
test_1077a,water
test_1077b,coffee
test_1077c,coffee
test_1077d,chips
test_1078a,tomatosauce
test_1078b,cake
test_1078c,water
test_1078d,juice
test_1079a,water
test_1079b,cereal
test_1079c,soda
test_1079d,spices
test_1080a,fish
test_1080b,milk
test_1080c,coffee
test_1080d,juice
test_1081a,tomatosauce
test_1081b,fish
test_1081c,candy
test_1081d,spices
test_1082a,nuts
test_1082b,juice
test_1082c,vinegar
test_1082d,candy
test_1083a,vinegar
test_1083b,oil
test_1083c,cake
test_1083d,sugar
test_1084a,coffee
test_1084b,chocolate
test_1084c,nuts
test_1084d,candy
test_1085a,cereal
test_1085b,cereal
test_1085c,chocolate
test_1085d,honey
test_1086a,coffee
test_1086b,coffee
test_1086c,candy
test_1086d,candy
test_1087a,water
test_1087b,cereal
test_1087c,vinegar
test_1087d,vinegar
test_1088a,cake
test_1088b,fish
test_1088c,jam
test_1088d,water
test_1089a,vinegar
test_1089b,oil
test_1089c,water
test_1089d,candy
test_1090a,juice
test_1090b,vinegar
test_1090c,candy
test_1090d,tomatosauce
test_1091a,cereal
test_1091b,coffee
test_1091c,tea
test_1091d,flour
test_1092a,chocolate
test_1092b,cereal
test_1092c,tea
test_1092d,pasta
test_1093a,milk
test_1093b,chocolate
test_1093c,rice
test_1093d,water
test_1094a,vinegar
test_1094b,tomatosauce
test_1094c,honey
test_1094d,tea
test_1095a,oil
test_1095b,chocolate
test_1095c,water
test_1095d,coffee
test_1096a,honey
test_1096b,chocolate
test_1096c,tea
test_1096d,coffee
test_1097a,vinegar
test_1097b,oil
test_1097c,water
test_1097d,soda
test_1098a,candy
test_1098b,cereal
test_1098c,sugar
test_1098d,spices
test_1099a,candy
test_1099b,coffee
test_1099c,nuts
test_1099d,honey
test_1100a,tomatosauce
test_1100b,water
test_1100c,cake
test_1100d,spices
test_1101a,oil
test_1101b,chocolate
test_1101c,spices
test_1101d,corn
test_1102a,oil
test_1102b,candy
test_1102c,candy
test_1102d,coffee
test_1103a,soda
test_1103b,chocolate
test_1103c,milk
test_1103d,water
test_1104a,coffee
test_1104b,juice
test_1104c,oil
test_1104d,water
test_1105a,chocolate
test_1105b,honey
test_1105c,jam
test_1105d,candy
test_1106a,milk
test_1106b,coffee
test_1106c,tomatosauce
test_1106d,candy
test_1107a,tea
test_1107b,candy
test_1107c,oil
test_1107d,jam
test_1108a,chocolate
test_1108b,honey
test_1108c,candy
test_1108d,chips
test_1109a,juice
test_1109b,chocolate
test_1109c,chocolate
test_1109d,nuts
test_1110a,jam
test_1110b,vinegar
test_1110c,candy
test_1110d,spices
test_1111a,rice
test_1111b,chocolate
test_1111c,cereal
test_1111d,pasta
test_1112a,coffee
test_1112b,spices
test_1112c,juice
test_1112d,flour
test_1113a,candy
test_1113b,spices
test_1113c,cereal
test_1113d,nuts
test_1114a,cereal
test_1114b,cake
test_1114c,honey
test_1114d,chocolate
test_1115a,rice
test_1115b,honey
test_1115c,coffee
test_1115d,rice
test_1116a,cereal
test_1116b,coffee
test_1116c,rice
test_1116d,nuts
test_1117a,fish
test_1117b,milk
test_1117c,fish
test_1117d,milk
test_1118a,cake
test_1118b,cereal
test_1118c,chips
test_1118d,tomatosauce
test_1119a,juice
test_1119b,cereal
test_1119c,milk
test_1119d,jam
test_1120a,soda
test_1120b,vinegar
test_1120c,spices
test_1120d,water
test_1121a,oil
test_1121b,fish
test_1121c,spices
test_1121d,juice
test_1122a,cake
