image_id,label
test_1000a,candy
test_1000b,honey
test_1000c,oil
test_1000d,water
test_1001a,candy
test_1001b,tea
test_1001c,juice
test_1001d,honey
test_1002a,corn
test_1002b,tomatosauce
test_1002c,honey
test_1002d,cereal
test_1003a,milk
test_1003b,milk
test_1003c,jam
test_1003d,candy
test_1004a,water
test_1004b,coffee
test_1004c,cereal
test_1004d,tomatosauce
test_1005a,corn
test_1005b,coffee
test_1005c,pasta
test_1005d,candy
test_1006a,chocolate
test_1006b,corn
test_1006c,tomatosauce
test_1006d,jam
test_1007a,juice
test_1007b,soda
test_1007c,chocolate
test_1007d,tomatosauce
test_1008a,water
test_1008b,cereal
test_1008c,cake
test_1008d,oil
test_1009a,water
test_1009b,vinegar
test_1009c,tea
test_1009d,honey
test_1010a,chocolate
test_1010b,tomatosauce
test_1010c,water
test_1010d,juice
test_1011a,beans
test_1011b,juice
test_1011c,tomatosauce
test_1011d,juice
test_1012a,candy
test_1012b,spices
test_1012c,tea
test_1012d,soda
test_1013a,candy
test_1013b,candy
test_1013c,jam
test_1013d,jam
test_1014a,candy
test_1014b,coffee
test_1014c,water
test_1014d,beans
test_1015a,sugar
test_1015b,soda
test_1015c,tomatosauce
test_1015d,cereal
test_1016a,corn
test_1016b,tomatosauce
test_1016c,cereal
test_1016d,oil
test_1017a,candy
test_1017b,sugar
test_1017c,coffee
test_1017d,fish
test_1018a,candy
test_1018b,chocolate
test_1018c,milk
test_1018d,candy
test_1019a,milk
test_1019b,vinegar
test_1019c,candy
test_1019d,honey
test_1020a,water
test_1020b,cereal
test_1020c,oil
test_1020d,cereal
test_1021a,honey
test_1021b,water
test_1021c,candy
test_1021d,pasta
test_1022a,oil
test_1022b,juice
test_1022c,nuts
test_1022d,cereal
test_1023a,beans
test_1023b,candy
test_1023c,cereal
test_1023d,water
test_1024a,spices
test_1024b,pasta
test_1024c,coffee
test_1024d,candy
test_1025a,corn
test_1025b,water
test_1025c,fish
test_1025d,fish
test_1026a,spices
test_1026b,candy
test_1026c,jam
test_1026d,corn
test_1027a,cereal
test_1027b,honey
test_1027c,corn
test_1027d,honey
test_1028a,tea
test_1028b,tea
test_1028c,cereal
test_1028d,milk
test_1029a,candy
test_1029b,candy
test_1029c,water
test_1029d,candy
test_1030a,spices
test_1030b,water
test_1030c,cereal
test_1030d,jam
test_1031a,sugar
test_1031b,pasta
test_1031c,oil
test_1031d,pasta
test_1032a,milk
test_1032b,juice
test_1032c,water
test_1032d,corn
test_1033a,juice
test_1033b,water
test_1033c,chocolate
test_1033d,sugar
test_1034a,juice
test_1034b,fish
test_1034c,soda
test_1034d,spices
test_1035a,juice
test_1035b,chocolate
test_1035c,chocolate
test_1035d,juice
test_1036a,chocolate
test_1036b,jam
test_1036c,spices
test_1036d,cereal
test_1037a,candy
test_1037b,beans
test_1037c,juice
test_1037d,beans
test_1038a,nuts
test_1038b,cereal
test_1038c,rice
test_1038d,honey
test_1039a,tomatosauce
test_1039b,cereal
test_1039c,tea
test_1039d,candy
test_1040a,candy
test_1040b,candy
test_1040c,cereal
test_1040d,water
test_1041a,juice
test_1041b,sugar
test_1041c,chocolate
test_1041d,chocolate
test_1042a,beans
test_1042b,juice
test_1042c,milk
test_1042d,cereal
test_1043a,tomatosauce
test_1043b,milk
test_1043c,juice
test_1043d,vinegar
test_1044a,water
test_1044b,cereal
test_1044c,water
test_1044d,candy
test_1045a,coffee
test_1045b,cereal
test_1045c,cereal
test_1045d,chocolate
test_1046a,candy
test_1046b,tomatosauce
test_1046c,coffee
test_1046d,soda
test_1047a,coffee
test_1047b,water
test_1047c,juice
test_1047d,cereal
test_1048a,fish
test_1048b,chocolate
test_1048c,pasta
test_1048d,candy
test_1049a,spices
test_1049b,nuts
test_1049c,soda
test_1049d,jam
test_1050a,rice
test_1050b,cereal
test_1050c,coffee
test_1050d,chips
test_1051a,spices
test_1051b,corn
test_1051c,candy
test_1051d,jam
test_1052a,tomatosauce
test_1052b,corn
test_1052c,pasta
test_1052d,cake
test_1053a,milk
test_1053b,cereal
test_1053c,jam
test_1053d,tomatosauce
test_1054a,tea
test_1054b,candy
test_1054c,chocolate
test_1054d,rice
test_1055a,jam
test_1055b,water
test_1055c,juice
test_1055d,honey
test_1056a,candy
test_1056b,beans
test_1056c,coffee
test_1056d,jam
test_1057a,sugar
test_1057b,nuts
test_1057c,tomatosauce
test_1057d,corn
test_1058a,corn
test_1058b,cake
test_1058c,sugar
test_1058d,chocolate
test_1059a,corn
test_1059b,tea
test_1059c,spices
test_1059d,oil
test_1060a,fish
test_1060b,vinegar
test_1060c,candy
test_1060d,candy
test_1061a,milk
test_1061b,cereal
test_1061c,juice
test_1061d,cereal
test_1062a,candy
test_1062b,nuts
test_1062c,cereal
test_1062d,jam
test_1063a,corn
test_1063b,juice
test_1063c,cake
test_1063d,jam
test_1064a,beans
test_1064b,candy
test_1064c,cake
test_1064d,oil
test_1065a,water
test_1065b,nuts
test_1065c,tomatosauce
test_1065d,tea
test_1066a,chocolate
test_1066b,beans
test_1066c,coffee
test_1066d,jam
test_1067a,beans
test_1067b,juice
test_1067c,water
test_1067d,cereal
test_1068a,cereal
test_1068b,honey
test_1068c,tea
test_1068d,candy
test_1069a,candy
test_1069b,cereal
test_1069c,tomatosauce
test_1069d,coffee
test_1070a,candy
test_1070b,corn
test_1070c,fish
test_1070d,nuts
test_1071a,spices
test_1071b,tea
test_1071c,tea
test_1071d,coffee
test_1072a,coffee
test_1072b,tomatosauce
test_1072c,water
test_1072d,oil
test_1073a,chocolate
test_1073b,chips
test_1073c,pasta
test_1073d,water
test_1074a,corn
test_1074b,coffee
test_1074c,candy
test_1074d,cereal
test_1075a,cake
test_1075b,juice
test_1075c,candy
test_1075d,rice
test_1076a,tomatosauce
test_1076b,chocolate
test_1076c,cereal
test_1076d,honey
test_1077a,water
test_1077b,beans
test_1077c,coffee
test_1077d,chips
test_1078a,tomatosauce
test_1078b,coffee
test_1078c,water
test_1078d,soda
test_1079a,coffee
test_1079b,candy
test_1079c,water
test_1079d,spices
test_1080a,tomatosauce
test_1080b,coffee
test_1080c,coffee
test_1080d,juice
test_1081a,tomatosauce
test_1081b,fish
test_1081c,candy
test_1081d,jam
test_1082a,nuts
test_1082b,juice
test_1082c,soda
test_1082d,tea
test_1083a,juice
test_1083b,oil
test_1083c,cake
test_1083d,water
test_1084a,jam
test_1084b,cereal
test_1084c,corn
test_1084d,candy
test_1085a,cereal
test_1085b,chocolate
test_1085c,nuts
test_1085d,jam
test_1086a,coffee
test_1086b,coffee
test_1086c,candy
test_1086d,candy
test_1087a,water
test_1087b,sugar
test_1087c,water
test_1087d,vinegar
test_1088a,cake
test_1088b,fish
test_1088c,jam
test_1088d,water
test_1089a,oil
test_1089b,oil
test_1089c,water
test_1089d,candy
test_1090a,juice
test_1090b,coffee
test_1090c,water
test_1090d,tomatosauce
test_1091a,tomatosauce
test_1091b,rice
test_1091c,coffee
test_1091d,pasta
test_1092a,chocolate
test_1092b,cereal
test_1092c,cereal
test_1092d,fish
test_1093a,water
test_1093b,cake
test_1093c,sugar
test_1093d,chocolate
test_1094a,jam
test_1094b,tomatosauce
test_1094c,jam
test_1094d,rice
test_1095a,oil
test_1095b,chocolate
test_1095c,water
test_1095d,coffee
test_1096a,fish
test_1096b,fish
test_1096c,tea
test_1096d,coffee
test_1097a,soda
test_1097b,vinegar
test_1097c,coffee
test_1097d,soda
test_1098a,cereal
test_1098b,cereal
test_1098c,sugar
test_1098d,spices
test_1099a,tomatosauce
test_1099b,coffee
test_1099c,nuts
test_1099d,honey
test_1100a,tomatosauce
test_1100b,pasta
test_1100c,cake
test_1100d,spices
test_1101a,juice
test_1101b,sugar
test_1101c,spices
test_1101d,corn
test_1102a,coffee
test_1102b,candy
test_1102c,candy
test_1102d,tomatosauce
test_1103a,soda
test_1103b,chocolate
test_1103c,coffee
test_1103d,water
test_1104a,nuts
test_1104b,milk
test_1104c,vinegar
test_1104d,water
test_1105a,chocolate
test_1105b,corn
test_1105c,jam
test_1105d,candy
test_1106a,milk
test_1106b,coffee
test_1106c,tomatosauce
test_1106d,candy
test_1107a,cake
test_1107b,nuts
test_1107c,juice
test_1107d,honey
test_1108a,tomatosauce
test_1108b,candy
test_1108c,candy
test_1108d,nuts
test_1109a,spices
test_1109b,chocolate
test_1109c,coffee
test_1109d,nuts
test_1110a,coffee
test_1110b,vinegar
test_1110c,candy
test_1110d,coffee
test_1111a,rice
test_1111b,chocolate
test_1111c,cereal
test_1111d,pasta
test_1112a,coffee
test_1112b,spices
test_1112c,juice
test_1112d,cereal
test_1113a,tomatosauce
test_1113b,rice
test_1113c,beans
test_1113d,nuts
test_1114a,cereal
test_1114b,coffee
test_1114c,honey
test_1114d,coffee
test_1115a,corn
test_1115b,honey
test_1115c,flour
test_1115d,coffee
test_1116a,cereal
test_1116b,water
test_1116c,coffee
test_1116d,nuts
test_1117a,fish
test_1117b,water
test_1117c,fish
test_1117d,water
test_1118a,cereal
test_1118b,juice
test_1118c,chips
test_1118d,tomatosauce
test_1119a,juice
test_1119b,cereal
test_1119c,milk
test_1119d,jam
test_1120a,soda
test_1120b,spices
test_1120c,tomatosauce
test_1120d,water
